"","Word","I_Zscore","I_Mean_Accuracy","I_NMG_Zscore","I_NMG_Mean_Accuracy"
"578","whopper",-0.29,0.94,-0.41,1
"579","whoppers",-0.25,0.91,-0.37,1
"580","whopping",-0.21,0.91,-0.13,0.93
"581","whore",-0.49,0.91,-0.09,0.93
"582","who're",0.62,0.46,0.53,0.85
"583","whorehouse",0.37,0.9,0.26,0.92
"584","whoremonger",1.3,0.58,1.1,0.82
"585","whores",0.1,0.9,-0.16,1
"586","whorl",-0.17,0.35,0.3,0.85
"587","whorls",0.03,0.31,-0.21,0.68
"588","who's",-0.61,1,-0.65,1
"589","whose",-0.43,0.8,-0.1,1
"590","whosoever",0.58,0.77,0.73,0.85
"591","who've",0.42,0.77,0.28,0.96
"592","why",-0.85,0.91,-0.78,1
"593","why'd",0.13,0.47,-0.45,1
"594","why'll",0.31,0.5,-0.04,0.88
"595","why're",1.01,0.5,0.38,0.81
"596","why's",-0.23,0.88,-0.79,1
"597","why've",0.28,0.4,0.08,0.86
"598","wichita",0.46,0.7,0.48,0.96
"599","wick",-0.58,0.94,-0.71,1
"600","wicked",-0.35,1,-0.39,0.96
"601","wickedly",0.18,1,-0.3,1
"602","wickedness",-0.06,1,-0.28,1
"603","wicker",-0.37,0.88,-0.53,1
"604","wickerwork",1.05,0.61,0.37,0.9
"605","wicket",0.18,0.67,-0.45,0.93
"606","wickets",0.11,0.88,-0.34,0.96
"607","wide",-0.83,0.97,-0.77,1
"608","widely",-0.64,1,-0.57,1
"609","widen",-0.33,0.83,-0.43,0.96
"610","widened",0.2,0.97,-0.25,0.92
"611","widens",-0.15,0.81,-0.18,1
"612","wider",-0.27,0.82,-0.38,1
"613","widespread",-0.13,0.97,-0.22,1
"614","widest",0.1,0.88,-0.17,0.93
"615","widow",-0.56,0.97,-0.46,1
"616","widowed",-0.23,0.97,-0.26,1
"617","widower",0.04,0.94,-0.05,0.96
"618","widowhood",0.75,0.97,0.18,0.96
"619","widows",-0.05,0.88,-0.41,0.92
"620","width",-0.32,0.91,-0.55,1
"621","widths",0.02,0.91,-0.39,0.96
"622","wield",-0.1,0.74,-0.33,0.82
"623","wielded",0.22,0.74,0.05,0.93
"624","wielder",0.31,0.53,0.43,0.77
"625","wieners",0.55,0.5,1.16,0.82
"626","wife",-0.76,1,-0.9,1
"627","wifely",0.15,0.81,-0.16,0.96
"628","wife's",-0.6,0.94,-0.64,0.96
"629","wig",-0.71,1,-0.79,1
"630","wiggle",-0.35,0.97,-0.54,0.96
"631","wiggled",-0.11,0.97,-0.44,1
"632","wiggling",-0.02,0.88,-0.29,0.96
"633","wigmaker",0.44,0.88,-0.08,1
"634","wigwam",0.24,0.68,-0.09,0.92
"635","wilbur",-0.05,0.85,-0.44,1
"636","wild",-0.65,1,-0.7,1
"637","wildcat",-0.4,1,-0.57,1
"638","wildcatter",0.53,0.52,0.05,0.93
"639","wildebeest",0.86,0.5,0.62,0.88
"640","wilder",-0.26,0.94,-0.52,0.86
"641","wilderness",-0.07,0.94,-0.14,0.93
"642","wildest",-0.32,0.94,-0.34,0.93
"643","wildfire",-0.43,1,-0.39,1
"644","wildfowl",0.56,0.66,0.02,0.74
"645","wildlife",-0.41,1,-0.36,0.96
"646","wildly",-0.49,0.97,-0.32,0.93
"647","wildness",-0.5,0.97,-0.21,0.89
"648","wile",0.33,0.29,-0.56,0.81
"649","wiles",0.24,0.48,-0.32,0.86
"650","wilfred",0.15,0.76,0.01,0.96
"651","wilhelm",0.13,0.85,0.19,0.85
"652","will",-0.68,1,-0.72,1
"653","willed",-0.18,0.81,-0.47,1
"654","willful",-0.34,1,-0.37,1
"655","willfully",-0.01,1,-0.37,0.96
"656","william",-0.24,0.94,-0.46,0.96
"657","williamsburg",0.3,0.97,-0.02,1
"658","willie",-0.28,0.91,-0.41,1
"659","willie's",-0.08,0.94,-0.29,1
"660","willing",-0.57,1,-0.57,1
"661","willingly",-0.13,1,-0.42,1
"662","willingness",-0.36,1,-0.37,1
"663","willis",-0.16,0.74,-0.15,1
"664","willow",-0.42,0.97,-0.57,1
"665","willows",-0.52,0.97,-0.51,1
"666","willowy",0.66,0.42,-0.06,0.75
"667","willpower",-0.28,0.97,-0.52,1
"668","wills",-0.34,0.94,-0.61,1
"669","willy",-0.27,0.88,-0.55,0.96
"670","wilson",-0.59,1,-0.5,0.96
"671","wilsonian",0.53,0.59,0.5,0.81
"672","wilson's",-0.52,0.97,-0.42,1
"673","wilt",-0.21,0.83,-0.68,0.96
"674","wilted",-0.03,0.91,-0.25,1
"675","wily",0.27,0.5,-0.23,0.71
"676","win",-0.7,1,-0.69,1
"677","wince",-0.1,0.76,-0.56,0.96
"678","winced",0.06,0.79,-0.31,1
"679","winches",0.36,0.41,-0.26,0.92
"680","winchester",0.11,0.94,0.09,0.96
"681","wincing",0.07,0.76,-0.1,0.89
"682","wind",-0.72,1,-0.6,0.83
"683","windbag",-0.15,0.88,-0.11,0.96
"684","windbreak",-0.24,0.94,-0.25,1
"685","windbreaker",-0.1,0.94,-0.35,1
"686","windbreaks",-0.15,0.97,-0.06,0.96
"687","winded",-0.3,0.91,-0.18,0.89
"688","winder",-0.33,0.81,-0.12,0.73
"689","winders",0.2,0.67,-0.09,0.74
"690","windfall",-0.37,1,-0.33,0.96
"691","winding",-0.42,0.94,-0.58,0.85
"692","windjammer",0.12,0.81,0.09,0.96
"693","windless",-0.23,1,-0.17,0.85
"694","windmill",-0.32,1,-0.58,1
"695","window",-0.57,0.94,-0.64,0.96
"696","windowless",0.56,0.97,0.22,0.93
"697","windowpane",0.45,0.88,0.08,0.96
"698","windowpanes",0.4,0.9,0.18,1
"699","windows",-0.67,1,-0.41,1
"700","windowsill",0.38,0.93,0.14,1
"701","winds",-0.77,0.97,-0.5,0.96
"702","windscreen",0.32,0.91,0.12,0.68
"703","windshield",-0.14,0.94,0.04,1
"704","windsleeve",0.53,0.68,0.24,0.88
"705","windsock",0.29,0.75,-0.14,0.93
"706","windsor",0.25,0.82,-0.13,0.96
"707","windstorm",-0.34,0.97,-0.29,1
"708","windswept",0.28,0.9,0.13,1
"709","windup",0.32,0.79,-0.15,0.96
"710","windward",0.17,0.94,-0.16,0.93
"711","windy",-0.61,0.97,-0.35,0.96
"712","wine",-0.74,1,-0.8,1
"713","wineglass",0.03,0.91,0.23,0.96
"714","winepress",0.68,0.71,0.55,1
"715","wines",-0.61,0.85,-0.57,0.96
"716","wine's",-0.26,0.91,-0.45,1
"717","wineskin",0.59,0.52,0.43,0.86
"718","wing",-0.46,0.97,-0.54,1
"719","wingback",-0.03,0.75,-0.13,0.96
"720","winged",-0.23,0.91,-0.51,0.96
"721","winger",-0.12,0.76,-0.36,0.92
"722","winging",-0.13,0.88,-0.31,1
"723","wingless",-0.15,1,-0.35,1
"724","wingman",0.09,0.94,-0.11,1
"725","wings",-0.68,0.97,-0.75,1
"726","wingspan",-0.11,0.91,-0.2,0.96
"727","wingspread",0.48,0.97,-0.21,0.92
"728","wink",-0.47,0.94,-0.8,0.96
"729","winked",-0.4,0.97,-0.55,1
"730","winking",-0.27,0.94,-0.4,0.95
"731","winless",0.53,0.47,-0.06,0.96
"732","winner",-0.68,0.97,-0.69,1
"733","winners",-0.63,1,-0.51,1
"734","winning",-0.42,0.94,-0.43,0.88
"735","winnings",-0.19,0.97,-0.13,1
"736","winnipeg",0.16,0.64,0.4,0.93
"737","wins",-0.63,0.97,-0.65,1
"738","winsome",0.49,0.5,-0.02,0.96
"739","winston",-0.14,0.94,-0.4,1
"740","winter",-0.81,1,-0.62,0.96
"741","wintered",0.17,0.87,0,1
"742","wintergreen",0.06,0.97,0.01,1
"743","wintering",0.12,0.89,-0.13,0.96
"744","winters",-0.27,1,-0.62,1
"745","wintertime",0.63,0.85,0.23,1
"746","wintery",0.1,0.75,-0.11,0.89
"747","wintry",0.31,0.35,-0.02,0.96
"748","wipe",-0.59,1,-0.68,1
"749","wiped",-0.6,1,-0.6,1
"750","wiper",-0.41,0.91,-0.49,0.96
"751","wiping",-0.27,0.91,-0.48,0.96
"752","wire",-0.57,1,-0.75,1
"753","wirecutters",0.51,0.89,0.29,0.96
"754","wired",-0.62,1,-0.61,1
"755","wireless",-0.55,1,-0.57,1
"756","wires",-0.61,0.97,-0.66,1
"757","wiretap",0.21,0.94,-0.32,1
"758","wireworm",0.47,0.68,0.27,0.93
"759","wiring",-0.35,0.94,-0.28,1
"760","wiry",0.35,0.68,-0.27,0.81
"761","wisconsin",-0.34,1,-0.32,1
"762","wisconsin's",0.03,1,-0.11,0.96
"763","wisdom",-0.5,1,-0.57,1
"764","wise",-0.61,1,-0.78,1
"765","wisecrack",-0.03,0.91,-0.13,1
"766","wisecracked",0.41,0.9,0.23,1
"767","wisely",-0.53,1,-0.75,1
"768","wiser",-0.64,0.94,-0.56,1
"769","wisest",-0.06,0.85,-0.13,1
"770","wish",-0.4,1,-0.9,1
"771","wishbone",-0.39,0.97,-0.4,1
"772","wisenheimer",1.86,0.21,1.02,0.8
"773","wished",-0.6,0.97,-0.49,1
"774","wishes",-0.8,0.97,-0.71,1
"775","wishful",-0.4,0.97,-0.5,1
"776","wishing",-0.49,0.97,-0.68,1
"777","wisp",-0.24,0.82,-0.64,1
"778","wisps",-0.07,0.73,-0.54,0.96
"779","wispy",0.08,0.77,-0.58,0.96
"780","wisteria",1.07,0.23,0.72,0.73
"781","wistful",-0.15,0.75,-0.45,0.96
"782","wistfully",0.27,0.88,-0.33,1
"783","wit",-0.46,0.84,-0.71,1
"784","witch",-0.63,0.97,-0.77,1
"785","witchcraft",-0.37,1,-0.34,0.96
"786","witchdoctor",0.49,0.91,0.12,1
"787","witches",-0.54,0.97,-0.67,1
"788","with",-0.55,1,-0.61,1
"789","withal",0.87,0.28,-0.43,0.61
"790","withdraw",-0.42,1,-0.46,1
"791","withdrawal",-0.34,0.97,-0.49,0.96
"792","withdrawing",-0.31,0.94,-0.32,1
"793","withdrawn",-0.26,1,-0.43,0.96
"794","withdrew",-0.28,0.91,-0.5,1
"795","wither",-0.02,0.7,-0.48,1
"796","withered",-0.1,0.82,-0.3,1
"797","withering",0.02,0.8,-0.4,1
"798","withheld",-0.29,1,-0.47,1
"799","withhold",-0.28,1,-0.58,1
"800","withholding",-0.1,1,-0.48,1
"801","within",-0.46,1,-0.69,1
"802","without",-0.57,0.97,-0.68,1
"803","withstand",-0.4,0.97,-0.44,0.96
"804","withstands",-0.2,0.88,-0.31,1
"805","withstood",0.13,0.97,-0.39,1
"806","witless",0.71,0.81,-0.24,1
"807","witness",-0.36,1,-0.71,1
"808","witnessed",-0.13,1,-0.52,1
"809","witnesses",-0.18,1,-0.34,0.97
"810","witnessing",0.07,1,-0.13,0.96
"811","wits",-0.54,0.88,-0.58,1
"812","wittingly",0.07,0.84,-0.02,0.93
"813","witty",-0.38,0.94,-0.74,1
"814","wives",-0.56,1,-0.76,1
"815","wive's",-0.16,0.97,-0.37,0.96
"816","wizard",-0.6,1,-0.59,1
"817","wallboard",-0.09,0.94,-0.35,1
"818","walled",-0.02,0.85,-0.39,0.85
"819","wallet",-0.38,1,-0.62,1
"820","wallflower",-0.23,0.97,-0.4,1
"821","wallop",0.13,0.67,-0.27,0.96
"822","walloped",0.31,0.67,-0.31,0.84
"823","walloping",0.42,0.64,-0.06,0.96
"824","wallow",0.41,0.77,-0.53,0.96
"825","wallowed",0.68,0.68,-0.29,0.96
"826","wallowing",-0.04,0.85,-0.25,0.96
"827","wallpaper",-0.49,1,-0.6,1
"828","wallpapers",-0.49,0.97,-0.63,1
"829","walls",-0.68,0.97,-0.73,1
"830","wally",-0.11,0.88,-0.48,1
"831","wally's",-0.32,0.94,-0.65,1
"832","walnut",-0.55,0.97,-0.66,1
"833","walnuts",-0.33,1,-0.59,1
"834","walrus",-0.01,0.88,-0.4,1
"835","walt",-0.32,0.94,-0.56,0.96
"836","walter",-0.09,0.94,-0.66,1
"837","walters",-0.44,0.97,-0.49,1
"838","walter's",-0.18,0.94,-0.63,1
"839","walton",-0.1,0.91,-0.23,1
"840","waltz",-0.35,1,-0.65,1
"841","wand",-0.38,0.88,-0.49,1
"842","wander",-0.38,0.88,-0.51,0.96
"843","wandered",-0.22,0.91,-0.04,1
"844","wanderer",0.01,0.91,-0.05,1
"845","wanderers",-0.19,0.84,-0.29,0.93
"846","wandering",0.04,1,-0.28,0.96
"847","wanderings",0.39,0.94,-0.01,1
"848","wanderlust",0.63,0.33,0.83,0.81
"849","wanders",-0.24,0.97,-0.48,0.96
"850","wane",0.08,0.63,-0.5,0.96
"851","waned",0.06,0.73,-0.01,0.81
"852","waning",0.24,0.64,-0.07,0.81
"853","wanker",0.39,0.48,-0.22,0.89
"854","wanna",0.25,0.61,-0.23,0.88
"855","want",-0.57,1,-0.59,1
"856","wanted",-0.84,1,-0.69,1
"857","wanting",-0.41,0.94,-0.41,1
"858","wanton",0.22,0.71,-0.16,0.92
"859","wants",-0.63,0.97,-0.51,1
"860","war",-0.62,0.97,-0.77,0.96
"861","warble",0.02,0.39,-0.31,0.82
"862","warbler",0.39,0.37,-0.12,0.79
"863","warbling",0.27,0.26,0.17,0.86
"864","ward",-0.36,0.94,-0.63,1
"865","warden",-0.13,0.88,-0.28,1
"866","wardens",0.27,0.91,-0.43,0.96
"867","wardrobe",-0.13,1,-0.31,0.96
"868","wardroom",0.2,0.3,0.2,0.85
"869","wards",-0.37,0.88,-0.6,1
"870","ward's",-0.03,0.91,-0.67,1
"871","ware",-0.33,0.94,-0.23,1
"872","warehouse",-0.38,1,-0.4,1
"873","warehouses",-0.07,0.97,-0.35,1
"874","warehousing",0.28,0.88,0.01,0.96
"875","wares",0.04,0.88,-0.39,1
"876","warfare",-0.19,1,-0.29,0.96
"877","warhead",-0.07,0.97,-0.48,0.96
"878","warhorse",0.11,0.84,-0.22,0.85
"879","warily",0.15,0.7,0.03,0.89
"880","warlike",-0.42,1,-0.48,1
"881","warlock",-0.22,0.97,-0.31,0.96
"882","warlord",-0.02,0.94,-0.31,0.9
"883","warm",-0.75,0.97,-0.68,1
"884","warmed",-0.36,0.97,-0.61,1
"885","warmer",-0.21,1,-0.35,1
"886","warmhearted",0.07,1,0.09,1
"887","warming",-0.57,0.97,-0.56,1
"888","warmish",-0.08,0.78,-0.18,0.96
"889","warmly",-0.59,0.91,-0.41,1
"890","warmonger",0.59,0.27,0.47,0.95
"891","warmongering",1.05,0.24,1.26,0.7
"892","warms",-0.46,0.94,-0.41,0.92
"893","warmth",-0.61,0.97,-0.47,1
"894","warmup",0.04,0.76,-0.27,1
"895","warn",-0.56,0.97,-0.58,1
"896","warned",-0.62,0.97,-0.5,1
"897","warning",-0.55,0.97,-0.69,1
"898","warningly",-0.11,0.84,-0.02,1
"899","warnings",-0.58,1,-0.56,0.96
"900","warns",-0.38,0.97,-0.56,1
"901","warp",-0.54,1,-0.46,0.96
"902","warped",-0.36,0.91,-0.3,1
"903","warping",0.1,0.91,-0.42,1
"904","warrant",-0.24,0.97,-0.38,1
"905","warranted",-0.06,0.94,-0.22,1
"906","warrantee",0.7,0.69,-0.24,1
"907","warrants",-0.47,1,-0.39,0.96
"908","warranty",-0.34,0.94,-0.26,1
"909","warred",0.61,0.44,-0.24,0.67
"910","warren",-0.48,0.81,-0.34,1
"911","warren's",-0.16,0.97,-0.43,1
"912","warring",-0.05,0.61,-0.34,0.85
"913","warrior",-0.49,1,-0.53,1
"914","warriors",-0.45,0.97,-0.37,1
"915","wars",-0.72,1,-0.67,1
"916","war's",-0.21,1,-0.74,1
"917","warsaw",0.26,0.81,-0.23,1
"918","warsaw's",0.7,0.85,-0.17,0.96
"919","warship",0,0.88,-0.56,0.96
"920","warships",-0.3,0.84,-0.41,0.96
"921","wart",-0.44,0.94,-0.67,1
"922","warthog",0.4,0.7,0.22,0.89
"923","wartime",-0.19,1,-0.4,1
"924","wartorn",0.89,0.41,0.01,0.88
"925","warts",-0.59,0.94,-0.49,1
"926","warty",0.22,0.47,-0.22,0.89
"927","wary",-0.19,0.88,-0.42,0.93
"928","was",-0.57,0.97,-0.61,1
"929","wash",-0.61,0.94,-0.81,1
"930","washable",-0.35,1,-0.43,1
"931","washbasin",0.62,0.88,0.47,0.96
"932","washboard",-0.28,1,-0.47,1
"933","washbowl",-0.06,0.91,-0.36,0.96
"934","washcloth",-0.28,1,-0.4,1
"935","washday",0.71,0.88,-0.13,1
"936","washed",-0.63,1,-0.56,1
"937","washer",-0.58,0.97,-0.59,1
"938","washes",-0.47,0.94,-0.62,1
"939","washing",-0.48,0.97,-0.63,1
"940","washings",0.01,0.97,-0.49,1
"941","washington",-0.37,0.97,-0.67,1
"942","washington's",-0.24,1,-0.6,1
"943","washout",0.08,0.67,-0.19,0.88
"944","washroom",-0.17,1,-0.49,0.96
"945","washstand",0.69,0.94,-0.04,0.96
"946","wasn't",-0.34,1,-0.49,1
"947","wasp",-0.51,0.88,-0.56,0.93
"948","wassail",0.75,0.19,0.33,0.33
"949","wastage",0.26,0.53,0.09,0.92
"950","waste",-0.56,0.97,-0.72,1
"951","wastebasket",-0.09,0.97,-0.37,1
"952","wasted",-0.52,1,-0.54,1
"953","wasteful",-0.22,0.94,-0.58,1
"954","wasteland",-0.39,0.97,-0.47,1
"955","wastes",-0.43,0.88,-0.54,1
"956","wastewater",0.36,0.91,0.03,1
"957","wasting",-0.33,0.94,-0.19,1
"958","watch",-0.83,1,-0.8,1
"959","watchband",0.25,1,-0.47,0.96
"960","watchdog",-0.32,1,-0.57,1
"961","watched",-0.68,0.97,-0.84,1
"962","watchers",-0.43,1,-0.61,1
"963","watches",-0.6,1,-0.8,1
"964","watchful",-0.44,0.94,-0.54,1
"965","watching",-0.39,0.94,-0.85,1
"966","watchmaker",-0.34,0.94,-0.34,0.96
"967","watchman",-0.38,0.97,-0.68,1
"968","watchmen",-0.54,1,-0.62,1
"969","watchstrap",0.76,0.85,0.18,0.89
"970","watchtower",-0.16,0.88,-0.28,1
"971","water",-0.84,1,-0.75,0.96
"972","waterbird",0.51,0.97,-0.18,1
"973","waterborne",0.53,0.66,-0.34,1
"974","waterbury",0.22,0.6,-0.32,0.88
"975","watercannon",0.68,0.9,0.09,0.96
"976","watercolor",-0.33,0.97,-0.39,0.96
"977","watercolorist",1.08,0.97,0.62,0.96
"978","watercolorists",0.96,0.87,0.39,0.93
"979","watercolors",-0.22,1,-0.44,1
"980","watercourse",0.47,0.82,-0.12,0.96
"981","watercress",0.51,0.67,0.37,1
"982","watered",-0.26,0.91,-0.49,1
"983","waterfall",-0.49,1,-0.59,1
"984","waterfalls",-0.28,0.97,-0.42,1
"985","waterfowl",-0.3,0.74,-0.27,0.89
"986","waterfront",-0.45,1,-0.37,1
"987","waterhole",-0.06,0.97,-0.3,1
"988","watering",-0.15,0.94,-0.22,1
"989","waterline",-0.06,0.97,-0.42,1
"990","waterlogged",0.27,0.97,-0.16,1
"991","waterloo",0.06,0.82,-0.14,1
"992","watermark",0,0.94,-0.51,1
"993","watermelon",-0.1,1,-0.32,1
"994","watermill",-0.08,0.97,-0.34,1
"995","waterpower",-0.19,0.97,-0.46,1
"996","waterproof",-0.36,1,-0.49,1
"997","waterproofing",0.12,1,-0.27,0.96
"998","waters",-0.71,0.97,-0.52,0.96
"999","water's",-0.37,1,-0.7,0.93
"1000","watershed",0.05,1,-0.03,1
"1001","watersheds",0.03,0.97,-0.08,1
"1002","waterside",0.07,1,-0.35,0.96
"1003","waterskiing",0.24,0.94,-0.08,1
"1004","waterspout",0.24,0.94,-0.36,0.89
"1005","watertable",1.02,0.88,0.29,0.86
"1006","watertight",0.31,0.91,0.06,1
"1007","waterway",-0.31,1,-0.32,0.96
"1008","waterways",-0.23,1,-0.46,1
"1009","waterwheel",0.1,0.88,-0.09,1
"1010","waterwings",0.26,0.88,0.07,0.96
"1011","waterworks",-0.18,0.94,-0.33,1
"1012","watery",-0.1,0.97,-0.63,1
"1013","watson",-0.42,0.97,-0.55,1
"1014","watson's",-0.06,1,-0.6,0.96
"1015","watt",-0.27,0.85,-0.57,1
"1016","wattage",0.27,0.42,-0.16,0.85
"1017","wattles",0.21,0.3,-0.09,0.76
"1018","wave",-0.75,0.97,-0.79,1
"1019","waved",-0.46,1,-0.6,1
"1020","wavelength",-0.16,0.97,-0.38,1
"1021","wavelengths",-0.16,0.91,-0.18,1
"1022","waver",-0.37,0.94,-0.63,1
"1023","wavers",-0.24,0.94,-0.49,1
"1024","waves",-0.8,0.97,-0.73,1
"1025","waving",-0.4,0.97,-0.61,1
"1026","wavy",-0.43,0.94,-0.57,1
"1027","wax",-0.47,0.97,-0.65,1
"1028","waxed",-0.54,1,-0.73,1
"1029","waxen",-0.29,0.79,-0.62,0.89
"1030","waxing",-0.38,0.97,-0.75,1
"1031","waxwork",0.13,0.76,-0.33,0.96
"1032","waxworks",0.42,0.85,-0.33,0.96
"1033","waxy",-0.46,0.97,-0.75,1
"1034","way",-0.84,1,-0.66,1
"1035","wayfarer",0.4,0.59,0.04,0.76
"1036","waylaid",0.61,0.41,0.25,0.84
"1037","waylay",0.58,0.42,-0.29,0.82
"1038","wayne",-0.2,1,-0.43,1
"1039","ways",-0.67,0.97,-0.6,1
"1040","way's",-0.42,0.9,-0.58,1
"1041","wayside",-0.51,0.94,-0.54,1
"1042","wayward",0.07,0.91,-0.23,1
"1043","we",-0.62,0.94,-0.62,1
"1044","weak",-0.63,0.94,-0.7,1
"1045","weaken",-0.43,0.94,-0.51,1
"1046","weakened",-0.42,1,-0.58,1
"1047","weakening",-0.18,1,-0.34,1
"1048","weakens",-0.3,0.97,-0.5,1
"1049","weaker",-0.6,0.97,-0.78,1
"1050","weakest",-0.36,0.97,-0.45,1
"1051","weakling",0,0.91,-0.25,0.96
"1052","weakly",-0.48,1,-0.43,1
"1053","weakness",-0.67,1,-0.49,1
"1054","weaknesses",-0.32,0.94,-0.47,0.92
"1055","wealth",-0.64,0.97,-0.62,1
"1056","wealthiest",-0.06,0.97,-0.22,0.97
"1057","wealthy",-0.65,1,-0.54,1
"1058","wean",-0.07,0.7,-0.54,0.92
"1059","weaned",-0.01,0.85,-0.31,0.95
"1060","weaning",-0.13,0.82,-0.31,0.96
"1061","weapon",-0.52,0.97,-0.67,1
"1062","weaponry",0.57,0.81,-0.16,0.96
"1063","weapons",-0.63,1,-0.71,0.96
"1064","wear",-0.65,1,-0.72,0.97
"1065","wearied",-0.08,0.73,-0.05,0.92
"1066","wearily",-0.24,0.94,-0.28,0.96
"1067","weariness",-0.05,1,0.04,0.96
"1068","wearing",-0.34,1,-0.52,0.96
"1069","wearisome",0.07,0.78,0.19,0.79
"1070","wears",-0.48,0.94,-0.66,1
"1071","weary",-0.6,0.94,-0.51,1
"1072","wearying",0.27,0.66,-0.01,0.93
"1073","weasel",-0.32,1,-0.39,1
"1074","weather",-0.65,1,-0.36,1
"1075","weatherbeaten",1.05,0.97,0.08,0.96
"1076","weathered",-0.09,0.97,-0.34,1
"1077","weathering",0.1,0.97,-0.26,1
"1078","weatherman",-0.19,1,-0.43,0.96
"1079","weatherproof",0.03,1,-0.37,0.89
"1080","weathers",-0.34,0.97,-0.35,0.93
"1081","weatherstrip",0.93,0.91,0.18,0.96
"1082","weave",-0.64,0.91,-0.44,1
"1083","weaver",-0.41,0.94,-0.45,1
"1084","weaves",-0.2,0.89,-0.56,0.92
"1085","weaving",-0.35,1,-0.52,0.96
"1086","web",-0.54,1,-0.81,1
"1087","webster",-0.42,0.97,-0.74,1
"1088","webster's",-0.54,1,-0.59,1
"1089","wed",-0.57,0.97,-0.64,0.97
"1090","we'd",0.04,0.85,-0.38,1
"1091","wedded",-0.2,0.75,-0.28,0.86
"1092","wedding",-0.7,1,-0.62,1
"1093","weddings",-0.63,1,-0.65,1
"1094","wedge",-0.66,0.97,-0.72,1
"1095","wedged",-0.62,0.94,-0.59,1
"1096","wedlock",-0.23,0.88,-0.41,1
"1097","wednesday",-0.05,0.97,-0.48,1
"1098","wednesdays",0.14,0.97,-0.27,1
"1099","wednesday's",0.04,0.97,-0.31,0.96
"1100","wee",-0.24,0.7,-0.63,0.96
"1101","weed",-0.62,0.94,-0.66,1
"1102","weeded",-0.37,0.88,-0.42,1
"1103","weeds",-0.65,1,-0.76,1
"1104","week",-0.62,0.97,-0.58,1
"1105","weekday",-0.32,0.97,-0.41,1
"1106","weekend",-0.59,1,-0.66,0.96
"1107","weekends",-0.44,0.97,-0.32,1
"1108","weeklies",1.28,0.38,0.23,0.92
"1109","weekly",-0.7,0.94,-0.62,1
"1110","weeknight",0,0.97,-0.31,1
"1111","weeks",-0.48,0.91,-0.78,1
"1112","week's",-0.46,0.88,-0.53,0.96
"1113","weeny",0.52,0.52,-0.28,1
"1114","weep",-0.48,0.97,-0.69,1
"1115","weeping",-0.19,0.97,-0.63,1
"1116","weepy",-0.17,0.97,-0.59,1
"1117","weigh",-0.65,1,-0.59,1
"1118","weighed",-0.24,0.91,-0.48,1
"1119","weighing",-0.25,1,-0.55,0.96
"1120","weighs",-0.29,0.91,-0.56,1
"1121","weight",-0.79,1,-0.68,1
"1122","weighted",-0.55,1,-0.52,0.96
"1123","weighting",-0.06,1,-0.37,0.89
"1124","weightless",-0.32,0.97,-0.46,0.96
"1125","weightlessness",0.42,0.9,-0.05,1
"1126","weights",-0.65,1,-0.68,1
"1127","weighty",-0.12,0.91,-0.58,0.93
"1128","weir",0.13,0.21,-0.14,0.42
"1129","weird",-0.4,0.97,-0.65,1
"1130","weirdly",-0.11,0.94,-0.15,1
"1131","weirdo",-0.29,0.87,-0.39,1
"1132","weirs",0.47,0.18,-0.21,0.44
"1133","welcome",-0.65,1,-0.71,1
"1134","welcomed",-0.39,0.94,-0.75,1
"1135","welcomes",-0.68,1,-0.59,1
"1136","welcoming",0.03,0.94,-0.51,1
"1137","weld",-0.26,0.76,-0.74,1
"1138","welded",-0.22,0.85,-0.55,0.93
"1139","welder",-0.01,0.91,-0.39,0.96
"1140","welding",-0.09,0.91,-0.45,0.96
"1141","welfare",-0.44,0.97,-0.67,1
"1142","well",-0.61,0.97,-0.81,1
"1143","we'll",-0.17,0.85,-0.3,0.96
"1144","wellbeing",-0.03,0.82,-0.12,1
"1145","wellborn",0.24,0.94,-0.42,1
"1146","welled",0.01,0.91,-0.47,1
"1147","welling",-0.15,0.85,-0.56,0.96
"1148","wellknown",-0.25,1,-0.39,0.96
"1149","wells",-0.61,0.94,-0.61,1
"1150","wellspring",0.21,0.82,-0.2,0.96
"1151","welsh",-0.37,0.91,-0.77,1
"1152","welshman",0.1,0.83,-0.13,0.9
"1153","welt",0.19,0.82,-0.78,1
"1154","welter",0.42,0.39,-0.54,0.96
"1155","welterweight",0.71,0.48,0.93,0.85
"1156","welts",-0.24,0.88,-0.73,1
"1157","wench",0.23,0.76,-0.49,0.89
"1158","went",-0.52,0.91,-0.72,1
"1159","wept",-0.48,0.91,-0.65,1
"1160","were",-0.42,0.89,-0.18,1
"1161","we're",-0.4,0.97,-0.39,0.96
"1162","weren't",0.01,0.85,-0.47,0.96
"1163","werewolf",-0.13,0.74,-0.48,0.93
"1164","wesley",-0.11,0.85,-0.28,0.96
"1165","wesleyan",0.52,0.5,0.76,0.85
"1166","wesley's",-0.15,0.97,-0.33,0.96
"1167","west",-0.65,0.97,-0.56,1
"1168","westbound",-0.21,0.94,-0.61,1
"1169","westchester",0.25,0.94,0.35,0.96
"1170","westerly",0.16,0.63,-0.28,0.96
"1171","western",-0.45,0.97,-0.61,1
"1172","westerner",0.56,0.81,-0.07,1
"1173","westerners",0.33,0.84,0.01,0.96
"1174","westernization",0.77,0.97,0.24,1
"1175","westernize",0.39,0.85,-0.13,1
"1176","westinghouse",0.4,0.97,0.19,1
"1177","westminster",0.41,0.83,-0.22,0.89
