"Word","Length","Log_Freq_HAL","NPhon","NSyll"
"harness","7","7.962","6","2"
"harnessed","9","4.942","7","2"
"harnesses","9","6.133","8","3"
"harnessing","10","6.213","8","3"
"harp","4","7.419","4","1"
"harper","6","8.327","5","2"
"harpers","7","5.645","6","2"
"Harper's","8","5.981","6","2"
"harping","7","5.846","6","2"
"harpist","7","4.394","7","2"
"harpoon","7","7.054","6","2"
"harpsichord","11","6.553","10","3"
"harpsichordist","14","3.091","13","4"
"harpy","5","4.419","5","2"
"harrassment","11","6.791","#","#"
"harried","7","4.754","5","2"
"Harriet","7","6.361","6","2"
"Harriet's","9","2.944","7","2"
"harrow","6","5.209","4","2"
"harrowed","8","1.946","5","2"
"harrowing","9","5.407","6","3"
"harrows","7","4.443","5","2"
"harry","5","9.408","4","2"
"Harry's","7","5.911","5","2"
"harsh","5","8.499","4","1"
"harshened","9","0.000","6","2"
"harsher","7","6.004","5","2"
"harshly","7","6.560","6","2"
"harshness","9","5.278","7","2"
"Hartford","8","7.901","7","2"
"Harvard","7","9.034","6","2"
"Harvard's","9","5.513","7","2"
"harvest","7","7.882","7","2"
"harvested","9","6.129","9","3"
"harvester","9","5.938","8","3"
"harvesting","10","6.394","9","3"
"harvests","8","4.898","8","2"
"has","3","13.978","3","1"
"hash","4","8.196","3","1"
"hashish","7","5.568","5","2"
"hasn't","6","10.001","5","2"
"hassle","6","8.275","4","2"
"hassock","7","0.000","5","2"
"hast","4","6.641","4","1"
"haste","5","6.654","4","1"
"hasten","6","6.277","4","2"
"hastened","8","4.635","5","2"
"hastening","9","3.738","6","3"
"hastily","7","6.581","7","3"
"Hastings","8","7.363","7","2"
"hasty","5","6.911","5","2"
"hat","3","9.371","3","1"
"hatband","7","2.996","7","2"
"hatch","5","7.867","3","1"
"hatchback","9","5.666","6","2"
"hatched","7","6.031","4","1"
"hatchery","8","4.779","6","3"
"hatchet","7","6.227","5","2"
"hatching","8","5.476","5","2"
"hatchway","8","3.466","5","2"
"hate","4","10.695","3","1"
"hated","5","8.681","5","2"
"hateful","7","7.258","5","2"
"hates","5","8.235","4","1"
"hath","4","7.643","3","1"
"hating","6","7.521","5","2"
"hatless","7","2.079","6","2"
"hatpin","6","1.099","6","2"
"hatred","6","8.780","6","2"
"hats","4","7.847","4","1"
"hatter","6","6.639","4","2"
"hatters","7","4.431","5","2"
"haughtily","9","3.497","6","3"
"haughtiness","11","3.219","7","3"
"haughty","7","5.529","4","2"
"haul","4","7.567","3","1"
"haulage","7","2.773","5","2"
"hauled","6","6.688","4","1"
"hauling","7","6.524","5","2"
"hauls","5","5.069","4","1"
"haunch","6","2.773","4","1"
"haunches","8","5.328","6","2"
"haunt","5","6.861","4","1"
"haunted","7","7.563","6","2"
"haunting","8","7.867","6","2"
"haunts","6","5.694","5","1"
"Havana","6","6.474","6","3"
"have","4","14.915","3","1"
"haven","5","8.605","4","2"
"havens","6","6.109","5","2"
"haven't","7","11.392","5","2"
"having","6","12.026","5","2"
"havoc","5","7.349","5","2"
"haw","3","6.323","2","1"
"Hawaii","6","9.181","5","3"
"Hawaiian","8","7.953","6","2"
"hawing","6","4.007","4","2"
"hawk","4","8.188","3","1"
"hawked","6","3.871","4","1"
"hawker","6","4.949","4","2"
"hawkers","7","4.331","5","2"
"hawks","5","7.168","4","1"
"hay","3","9.455","2","1"
"Haydn","5","6.174","4","2"
"Haydn's","7","4.394","6","2"
"Hayes","5","8.778","3","1"
"hayfork","7","1.792","6","2"
"haystack","8","5.263","6","2"
"haystacks","9","3.738","7","2"
"haywire","7","5.501","5","2"
"hazard","6","7.971","5","2"
"hazardous","9","7.636","7","3"
"hazards","7","7.552","6","2"
"haze","4","6.843","3","1"
"hazel","5","7.253","4","2"
"hazelnuts","9","4.078","8","3"
"hazes","5","2.197","5","2"
"hazy","4","6.600","4","2"
"he","2","13.980","2","1"
"head","4","11.600","3","1"
"headache","8","7.884","5","2"
"headaches","9","7.785","6","2"
"headband","8","5.037","7","2"
"headboard","9","5.303","7","2"
"headcheese","10","3.296","6","2"
"headdress","9","4.344","7","2"
"headed","6","9.067","5","2"
"header","6","9.997","4","2"
"headfirst","9","4.234","7","2"
"headgear","8","5.220","6","2"
"headhunter","10","5.333","8","3"
"heading","7","9.072","5","2"
"headings","8","7.202","6","2"
"headlamp","8","4.277","7","2"
"headland","8","5.513","7","2"
"headlands","9","3.689","8","2"
"headless","8","7.419","6","2"
"headlight","9","6.312","6","2"
"headlights","10","6.964","7","2"
"headline","8","7.592","6","2"
"headlines","9","7.385","7","2"
"headlining","10","4.663","8","3"
"headlong","8","5.537","6","2"
"headman","7","3.761","6","2"
"headmaster","10","5.730","8","3"
"headmistress","12","3.912","10","3"
"headphones","10","7.162","7","2"
"headpiece","9","4.673","6","2"
"headquarter","11","5.069","9","3"
"headquarters","12","8.978","10","3"
"headrest","8","3.555","7","2"
"headroom","8","6.290","6","2"
"heads","5","9.792","4","1"
"headset","7","6.829","6","2"
"headstand","9","2.197","8","2"
"headstands","10","2.303","9","2"
"headstone","9","5.649","7","2"
"headstones","10","3.892","8","2"
"headstrong","10","4.615","8","2"
"headwaters","10","4.625","8","3"
"headway","7","5.849","5","2"
"headwind","8","4.344","7","2"
"heady","5","5.673","4","2"
"heal","4","8.371","3","1"
"healed","6","7.535","4","1"
"healer","6","8.042","4","2"
"healing","7","9.102","5","2"
"health","6","11.018","4","1"
"healthful","9","4.868","6","2"
"healthier","9","7.127","6","2"
"healthiest","10","5.159","8","3"
"healthily","9","3.638","7","3"
"healthy","7","9.499","5","2"
"heap","4","8.370","3","1"
"heaped","6","5.513","4","1"
"heaps","5","6.784","4","1"
"hear","4","11.411","3","1"
"heard","5","11.804","3","1"
"hearer","6","4.654","4","2"
"hearers","7","4.248","5","2"
"hearing","7","10.268","5","2"
"hearings","8","7.949","6","2"
"hearken","7","4.190","6","2"
"hears","5","7.824","4","1"
"hearsay","7","6.860","5","2"
"hearse","6","5.075","3","1"
"heart","5","10.732","4","1"
"heartache","9","5.489","6","2"
"heartbeat","9","7.231","7","2"
"heartbreak","10","6.045","8","2"
"heartbreaking","13","5.226","10","3"
"heartbroken","11","5.165","10","3"
"heartburn","9","5.561","7","2"
"hearten","7","0.693","5","2"
"heartening","10","5.147","7","3"
"heartfelt","9","6.236","8","2"
"hearth","6","6.038","4","1"
"hearthrug","9","0.000","7","2"
"heartiest","9","2.944","8","3"
"heartily","8","7.016","7","3"
"heartless","9","6.485","7","2"
"heartrending","12","2.944","10","3"
"hearts","6","8.994","5","1"
"heart's","7","6.654","5","1"
"heartsick","9","2.639","7","2"
"heartstrings","12","4.078","10","2"
"heartthrob","10","3.434","8","2"
"heartwarming","12","4.489","10","3"
"hearty","6","6.447","5","2"
"heat","4","10.253","3","1"
"heated","6","8.137","5","2"
"heatedly","8","4.174","7","3"
"heater","6","7.686","4","2"
"heaters","7","6.435","5","2"
"heathen","7","6.550","4","2"
"heathendom","10","0.000","7","3"
"heathenish","10","2.303","6","3"
"heather","7","8.490","4","2"
"heating","7","8.162","5","2"
"heat's","6","2.996","4","1"
"heatstroke","10","3.045","8","2"
"heatwave","8","5.017","6","2"
"heave","5","5.697","3","1"
"heaved","6","5.595","4","1"
"heaven","6","9.696","4","2"
"heavenly","8","7.817","6","3"
"heavens","7","7.643","5","2"
"heaven's","8","7.638","5","2"
"heavensent","10","0.000","9","3"
"heavenward","10","2.890","7","3"
"heavenwards","11","1.386","8","3"
"heaves","6","4.828","4","1"
"heavier","7","8.216","5","2"
"heaviest","8","6.263","7","3"
"heavily","7","9.338","6","3"
"heaviness","9","4.852","7","3"
"heaving","7","6.172","5","2"
"heavy","5","10.399","4","2"
"heavyhearted","12","0.000","10","4"
"heavyweight","11","6.777","7","3"
"Hebraic","7","3.367","7","3"
"Hebrew","6","8.782","5","2"
"Hebrews","7","6.757","6","2"
"heck","4","9.470","3","1"
"heckle","6","4.575","4","2"
"hectare","7","4.927","6","2"
"hectic","6","6.170","6","2"
"Hector","6","7.128","5","2"
"Hector's","8","3.045","6","2"
"he'd","4","9.657","3","1"
"hedge","5","6.678","3","1"
"hedged","6","4.454","4","1"
"hedgehog","8","6.891","6","2"
"hedgerow","8","3.401","5","2"
"hedges","6","7.945","5","2"
"hedonism","8","5.690","7","4"
"hedonist","8","4.875","7","3"
"hedonistic","10","4.852","9","4"
"heed","4","6.963","3","1"
"heeded","6","5.476","5","2"
"heedless","8","4.779","6","2"
"heehaw","6","1.099","4","2"
"heel","4","8.384","3","1"
"heels","5","8.438","4","1"
"hefted","6","4.248","6","2"
"hefty","5","7.060","5","2"
"Heidelberg","10","6.756","7","3"
"heifer","6","4.304","4","2"
"height","6","9.397","3","1"
"heighten","8","5.529","4","2"
"heightened","10","6.764","5","2"
"heightening","11","4.317","6","3"
"heights","7","8.342","4","1"
"heinous","7","6.937","5","2"
"heir","4","7.245","2","1"
"heiress","7","4.844","4","2"
"heirloom","8","5.919","5","2"
"heirs","5","6.667","3","1"
"held","4","10.984","4","1"
"Helen","5","8.387","5","2"
"Helena","6","7.041","6","3"
"Helene","6","5.720","5","2"
"helicopter","10","8.071","9","4"
"heliocentric","12","4.942","12","5"
"heliport","8","3.135","8","3"
"helium","6","7.059","6","2"
"hell","4","11.035","3","1"
"he'll","5","9.346","3","1"
"hellcat","7","5.030","6","2"
"Hellene","7","2.833","5","2"
"Hellenic","8","6.280","7","3"
"hellfire","8","7.442","6","2"
"hellish","7","5.971","5","2"
"hello","5","10.637","4","2"
"Hell's","6","7.940","4","1"
"helm","4","8.509","4","1"
"helmet","6","8.657","6","2"
"helmets","7","7.488","7","2"
"helmsman","8","5.017","8","2"
"help","4","12.723","4","1"
"helped","6","9.951","5","1"
"helper","6","7.615","5","2"
"helpers","7","6.351","6","2"
"helpful","7","10.182","6","2"
"helpfully","9","5.182","7","3"
"helpfulness","11","4.595","9","3"
"helping","7","9.751","6","2"
"helpless","8","7.885","7","2"
"helplessly","10","6.299","9","3"
"helplessness","12","5.881","10","3"
"helpmate","8","3.178","7","2"
"helpmeet","8","2.485","7","2"
"helps","5","10.781","5","1"
"hem","3","7.491","3","1"
"hematite","8","6.096","7","3"
"Hemingway","9","6.475","7","3"
"Hemingway's","11","4.143","8","3"
"hemisphere","10","7.549","8","3"
"hemisphere's","12","3.784","9","3"
"hemispherical","13","3.638","11","5"
"hemline","7","3.526","6","2"
"hemlock","7","5.545","6","2"
"hemlocks","8","3.219","7","2"
"hemmed","6","4.317","4","1"
"hemming","7","4.875","5","2"
"hemoglobin","10","7.170","10","4"
"hemorrhage","10","5.323","7","3"
"hemorrhages","11","3.178","9","4"
"hemorrhaging","12","3.584","9","4"
"hemorrhoids","11","4.382","8","3"
"hemp","4","8.701","4","1"
"hemstitch","9","1.099","7","2"
"hen","3","7.174","3","1"
"hence","5","9.909","4","1"
"henceforth","10","6.091","8","2"
"henceforward","12","3.135","10","3"
"henchman","8","5.204","7","2"
"henchmen","8","5.796","7","2"
"henna","5","4.382","4","2"
"henpecked","9","2.398","7","2"
"Henrietta","9","6.382","8","4"
"Henrietta's","11","1.946","9","4"
"Henry","5","9.999","5","2"
"Henry's","7","6.176","6","2"
"hens","4","5.914","4","1"
"hen's","5","4.094","4","1"
"hepatitis","9","8.118","9","4"
"her","3","13.296","2","1"
"herald","6","7.621","6","2"
"heralded","8","5.561","8","3"
"heraldry","8","5.781","8","3"
"herb","4","8.313","2","1"
"herbal","6","7.644","3","2"
"herbalist","9","4.868","6","3"
"Herbert","7","8.242","5","2"
"herbivore","9","4.317","7","3"
"herbs","5","7.790","3","1"
"herculean","9","4.898","9","3"
"Hercules","8","7.888","8","3"
"herd","4","7.742","3","1"
"herded","6","5.278","5","2"
"herding","7","7.116","5","2"
"herds","5","6.023","4","1"
"herdsman","8","2.773","7","2"
"here","4","13.076","3","1"
"hereabout","9","0.000","7","3"
"hereabouts","10","4.745","8","3"
"hereafter","9","6.547","7","3"
"hereby","6","8.109","5","2"
"hereditary","10","6.743","10","5"
"heredity","8","5.509","8","4"
"Hereford","8","5.468","7","3"
"herein","6","8.660","5","2"
"hereinafter","11","5.485","9","4"
"hereof","6","3.526","5","2"
"here's","6","10.776","4","1"
"heresy","6","7.114","6","3"
"heretic","7","8.130","7","3"
"heretical","9","6.073","8","4"
"heretics","8","6.572","8","3"
"hereto","6","5.106","5","2"
"heretofore","10","5.802","8","3"
"hereunder","9","3.526","7","3"
"hereunto","8","4.344","7","3"
"hereupon","8","1.099","7","3"
"herewith","8","5.707","6","2"
"heritable","9","5.069","8","4"
"heritage","8","8.880","7","3"
"heritages","9","4.700","9","4"
"Herman","6","8.058","5","2"
"Herman's","8","5.159","6","2"
"hermaphrodite","13","4.934","10","4"
"hermetic","8","5.273","7","3"
"hermit","6","6.009","5","2"
"hermitage","9","4.883","7","3"
"hernia","6","5.533","5","3"
"hero","4","9.680","4","2"
"Herod","5","5.497","5","2"
"heroes","6","8.907","5","2"
"heroic","6","7.474","6","3"
"heroically","10","4.575","8","4"
"heroics","7","4.718","7","3"
"heroin","6","8.193","6","2"
"heroine","7","6.934","6","2"
"heroism","7","7.525","7","4"
"heron","5","5.817","5","2"
"herons","6","4.094","6","2"
"hero's","6","6.033","5","2"
"herpes","6","6.874","5","2"
"herpetologist","13","3.584","#","#"
"herpetologists","14","3.401","#","#"
"herpetology","11","4.804","10","5"
"herring","7","7.284","5","2"
"herringbone","11","4.796","8","3"
"hers","4","8.142","3","1"
"herself","7","9.883","6","2"
"Hershey's","9","4.787","5","2"
"hertz","5","6.755","4","1"
"he's","4","11.376","3","1"
"hesitance","9","2.708","8","3"
"hesitancy","9","4.263","9","4"
"hesitant","8","7.018","8","3"
"hesitate","8","8.666","7","3"
"hesitated","9","6.572","9","4"
"hesitates","9","5.278","8","3"
"hesitating","10","5.106","9","4"
"hesitatingly","12","3.091","11","5"
"hesitation","10","7.104","8","4"
"Hesse","5","6.293","3","1"
"Hessian","7","4.304","4","2"
"Hessians","8","3.178","5","2"
"heterodox","9","4.127","10","4"
"heterogeneity","13","3.871","13","6"
"heterogeneous","13","7.106","12","5"
"heterosexual","12","8.412","13","5"
"heterosexuality","15","6.252","16","8"
"heterozygous","12","4.331","11","5"
"heuristic","9","6.107","9","3"
"hew","3","5.236","3","1"
"hex","3","8.462","4","1"
"hexagon","7","4.963","8","3"
"hexagonal","9","5.642","9","4"
"hexagram","8","3.970","9","3"
"hexameter","9","2.197","9","4"
"hey","3","10.975","2","1"
"heyday","6","5.787","4","2"
"hi","2","11.362","2","1"
"hiatus","6","6.525","6","3"
"Hiawatha","8","5.333","7","3"
"hibachi","7","2.303","6","3"
"hibernate","9","4.718","7","3"
"hibernation","11","5.447","8","4"
"hibiscus","8","4.836","8","3"
"hiccup","6","5.361","5","2"
"hiccups","7","5.525","6","2"
"hick","4","6.066","3","1"
"hickory","7","5.905","6","3"
"hicks","5","7.348","4","1"
"hid","3","7.381","3","1"
"hidden","6","9.814","4","2"
"hide","4","9.552","3","1"
"hideaway","8","5.333","6","3"
"hideous","7","7.405","6","2"
"hideously","9","5.846","8","3"
"hideout","7","5.472","5","2"
"hides","5","7.591","4","1"
"hiding","6","8.824","5","2"
"hierarchical","12","7.605","9","4"
"hierarchies","11","7.897","8","3"
"hierarchy","9","9.523","7","3"
"hieroglyph","10","3.332","8","3"
"hieroglyphic","12","4.331","10","4"
"hifalutin","9","1.099","8","4"
"high","4","12.131","2","1"
"highball","8","3.497","5","2"
"highboard","9","0.000","6","2"
"highborn","8","1.609","6","2"
"highbrow","8","4.625","5","2"
"higher","6","11.020","3","1"
"highest","7","9.934","5","2"
"highfalutin","11","2.079","8","4"
"highland","8","7.523","6","2"
"Highlander","10","7.765","7","3"
"highlands","9","6.817","7","2"
"highlight","9","8.073","5","2"
"highlighting","12","7.216","7","3"
"highlights","10","8.286","6","2"
"highly","6","10.615","4","2"
"highness","8","5.553","5","2"
"highroad","8","1.099","5","2"
"highs","5","7.249","3","1"
"highschool","10","6.565","6","2"
"highway","7","9.331","4","2"
"highwayman","10","3.714","7","3"
"highways","8","7.474","5","2"
"hijack","6","5.481","5","2"
"hijacked","8","5.505","6","2"
"hijackers","9","3.912","7","3"
"hijacking","9","5.193","7","3"
"hike","4","7.782","3","1"
"hiked","5","6.172","4","1"
"hiker","5","6.896","4","2"
"hikes","5","6.773","4","1"
"hiking","6","8.037","5","2"
"hilarious","9","7.996","8","3"
"hilariously","11","4.883","10","4"
"hilarity","8","4.942","8","4"
"hill","4","10.353","3","1"
"Hillary","7","8.422","6","3"
"hillbilly","9","5.911","7","3"
"hills","5","9.251","4","1"
"hillside","8","6.275","6","2"
"hilltops","8","2.708","7","2"
"hilly","5","6.314","4","2"
"hilt","4","6.565","4","1"
"him","3","12.818","3","1"
"Himalayas","9","5.591","8","3"
"himself","7","10.943","7","2"
"Hinckley","8","5.720","6","2"
"hind","4","9.466","4","1"
"hinder","6","6.811","5","2"
"hindered","8","5.930","6","2"
"hindering","9","5.220","7","3"
"hinders","7","5.394","6","2"
"Hindi","5","7.380","5","2"
"hindmost","8","3.178","8","2"
"hindquarters","12","6.068","11","3"
"hindrance","9","5.886","8","2"
"hindrances","10","3.850","10","3"
"hindsight","9","6.837","7","2"
"Hindu","5","8.390","5","2"
"Hinduism","8","7.499","8","4"
"Hindus","6","7.821","6","2"
"hinge","5","6.862","4","1"
"hinged","6","6.347","5","1"
"hinges","6","6.750","6","2"
"hint","4","9.262","4","1"
"hinted","6","6.831","6","2"
"hinterland","10","4.673","9","3"
"hinterlands","11","4.357","10","3"
"hinting","7","6.207","6","2"
"hints","5","9.199","5","1"
"hip","3","8.830","3","1"
"hipline","7","2.565","6","2"
"hippie","6","6.471","4","2"
"hippo","5","5.894","4","2"
"Hippocrates","11","5.529","10","4"
"hippodrome","10","3.434","8","3"
"hippopotamus","12","4.682","11","5"
"hips","4","8.814","4","1"
"hipster","7","3.466","6","2"
"hire","4","9.378","3","1"
"hired","5","8.699","4","1"
"hirelings","9","3.401","7","2"
"hires","5","7.113","4","1"
"hiring","6","8.679","5","2"
"Hiroshima","9","7.297","8","4"
"his","3","13.644","3","1"
"Hispanic","8","7.432","8","3"
"hiss","4","7.034","3","1"
"hissed","6","6.310","4","1"
"hissing","7","6.138","5","2"
"histamine","9","4.585","8","3"
"histology","9","4.060","9","4"
"historian","9","7.891","9","3"
"historians","10","7.894","10","3"
"historian's","11","4.585","10","3"
"historic","8","8.320","8","3"
"historical","10","9.878","9","4"
"historically","12","8.327","10","4"
"historicism","11","3.689","11","5"
"histories","9","7.750","8","3"
"history","7","11.380","7","3"
"histrionic","10","3.807","10","4"
"histrionics","11","4.127","11","4"
"hit","3","11.069","3","1"
"hitch","5","7.368","3","1"
"Hitchcock","9","7.212","6","2"
"hitched","7","5.193","4","1"
"hitchhike","9","4.094","6","2"
"hitchhiker","10","5.710","7","3"
"hitching","8","5.004","5","2"
"hither","6","5.645","4","2"
"hitherto","8","5.908","6","3"
"Hitler","6","9.133","5","2"
"Hitler's","8","7.410","6","2"
"hitless","7","1.946","6","2"
"hits","4","9.671","4","1"
"hit's","5","3.761","4","1"
"hitter","6","6.802","4","2"
"hitters","7","6.354","5","2"
"hitting","7","9.170","5","2"
"hive","4","8.222","3","1"
"hives","5","5.903","4","1"
"hoagy","5","3.638","4","2"
"hoar","4","6.004","3","1"
"hoard","5","6.271","4","1"
"hoarse","6","5.357","4","1"
"hoarsely","8","4.205","6","2"
"hoarseness","10","3.296","7","2"
"hoary","5","4.804","4","2"
"hoax","4","7.717","4","1"
"hoaxes","6","5.236","6","2"
"hobbies","7","7.662","5","2"
"hobble","6","4.913","4","2"
"hobbled","7","5.159","5","2"
"hobby","5","8.974","4","2"
"hobbyhorse","10","2.773","8","3"
"hobgoblin","9","6.460","9","3"
"hobnob","6","2.708","6","2"
"hobo","4","5.182","4","2"
"hock","4","6.330","3","1"
"hockey","6","9.409","4","2"
"hocking","7","4.682","5","2"
"hodgepodge","10","4.522","6","2"
"hoe","3","6.930","2","1"
"hoes","4","5.043","3","1"
"hog","3","7.787","3","1"
"Hogan","5","8.040","5","2"
"Hogan's","7","5.313","6","2"
"hogging","7","5.878","5","2"
"hogs","4","6.557","4","1"
"hogshead","8","4.575","7","2"
"hogwash","7","6.260","6","2"
"hoist","5","6.275","4","1"
"hoisted","7","5.631","6","2"
"hold","4","11.171","4","1"
"holder","6","8.522","5","2"
"holders","7","8.135","6","2"
"holding","7","10.103","6","2"
"holdings","8","7.276","7","2"
"holdover","8","5.257","7","3"
"holdovers","9","3.638","8","3"
"holds","5","9.574","5","1"
"holdup","6","4.543","6","2"
"holdups","7","3.258","7","2"
"hole","4","10.158","3","1"
"holed","5","5.407","4","1"
"holes","5","9.377","4","1"
"holiday","7","8.908","6","3"
"holidays","8","8.300","7","3"
"holies","6","4.127","5","2"
"holiness","8","7.066","7","3"
"Holland","7","8.757","6","2"
"Hollander","9","5.861","7","3"
"holler","6","5.979","4","2"
"hollered","8","4.625","5","2"
"hollering","9","4.984","6","3"
"hollow","6","8.406","4","2"
"hollowness","10","3.807","7","3"
"hollows","7","4.710","5","2"
"holly","5","8.330","4","2"
"hollyhock","9","2.565","7","3"
"Hollywood","9","9.121","7","3"
"Hollywood's","11","5.308","8","3"
"Holmes","6","8.572","4","1"
"holocaust","9","8.851","8","3"
"holograph","9","3.738","8","3"
"Holstein","8","4.727","7","2"
"holster","7","6.229","6","2"
"holstered","9","3.829","7","2"
"holy","4","10.213","4","2"
"holystones","10","0.000","9","3"
"homage","6","6.715","5","2"
"home","4","12.157","3","1"
"homebound","9","3.401","7","2"
"homebuilders","12","3.784","9","3"
"homebuilding","12","4.304","9","3"
"homecoming","10","6.096","8","3"
"homecomings","11","1.792","9","3"
"homegrown","9","5.561","7","2"
"homeland","8","7.359","7","2"
"homeless","8","8.028","6","2"
"homely","6","4.868","5","2"
"homemade","8","7.215","6","2"
"homemaker","9","4.852","7","3"
"homemakers","10","4.419","8","3"
"homeowners","10","6.370","7","3"
"Homer","5","8.858","4","2"
"Homeric","7","5.371","7","3"
"homers","6","5.347","5","2"
"Homer's","7","6.555","5","2"
"homerun","7","5.112","6","2"
"homes","5","9.194","4","1"
"homesick","8","5.438","6","2"
"homesickness","12","3.611","9","3"
"homespun","8","4.500","7","2"
"homestead","9","6.590","7","2"
"homesteaders","12","3.738","9","3"
"homesteads","10","3.714","8","2"
"hometown","8","7.250","6","2"
"homeward","8","5.366","6","2"
"homewards","9","1.099","7","2"
"homework","8","8.152","6","2"
"homewrecker","11","2.639","7","3"
"homey","5","5.226","4","2"
"homicidal","9","5.943","8","4"
"homicide","8","8.019","7","3"
"homily","6","3.714","6","3"
"homing","6","5.727","5","2"
"hominy","6","4.043","6","3"
"homoeopathic","12","2.833","10","4"
"homoeopathy","11","2.197","9","5"
"homogenate","10","1.386","9","4"
"homogeneity","11","5.182","11","5"
"homogeneous","11","6.586","10","4"
"homogenization","14","4.277","12","6"
"homogenize","10","3.584","9","4"
"homograph","9","1.609","8","3"
"homonym","7","3.434","7","3"
"homophone","9","4.419","7","3"
"homosexual","10","8.876","11","4"
"homosexuality","13","8.690","14","7"
"homosexuals","11","8.458","12","4"
"homozygous","10","4.595","9","4"
"Honduras","8","6.645","8","3"
"hone","4","5.753","3","1"
"honest","6","10.002","5","2"
"honestly","8","9.041","7","3"
"honesty","7","8.586","6","3"
"honey","5","9.115","4","2"
"honeybee","8","3.892","6","3"
"honeybees","9","3.466","7","3"
"honeycomb","9","5.472","7","3"
"honeycombed","11","2.303","8","3"
"honeydew","8","4.407","6","3"
"honeymoon","9","7.258","7","3"
"honeymooned","11","3.296","8","3"
"honeymooners","12","4.970","9","4"
"honeymooning","12","3.434","9","4"
"honeysuckle","11","4.443","8","4"
"honk","4","6.068","4","1"
"honkytonks","10","0.000","10","3"
"Honolulu","8","7.822","8","4"
"honor","5","9.387","3","2"
"honorable","9","7.882","6","4"
"honorably","9","5.347","7","4"
"honorary","8","6.836","6","4"
"honored","7","7.740","4","2"
"honoree","7","2.773","4","3"
"honorific","9","4.970","7","4"
"honoring","8","6.557","5","3"
"honors","6","7.554","4","2"
"hooch","5","4.500","3","1"
"hood","4","8.931","3","1"
"hoodlum","7","5.165","6","2"
"hoodlums","8","4.913","7","2"
"hoods","5","6.250","4","1"
"hood's","6","4.554","4","1"
"hoodwink","8","3.584","7","2"
"hooey","5","4.970","3","2"
"hoof","4","6.061","3","1"
"hoofmarks","9","0.000","8","2"
"hoofs","5","3.829","4","1"
"hook","4","9.360","3","1"
"hooked","6","8.864","4","1"
"hooker","6","6.999","4","2"
"hooker's","8","3.850","5","2"
"hooking","7","7.422","5","2"
"hooks","5","7.812","4","1"
"hookup","6","6.365","5","2"
"hookups","7","5.318","6","2"
"hookworm","8","4.043","6","2"
"hooky","5","3.638","4","2"
"hooligan","8","5.094","7","3"
"hooliganism","11","4.779","10","5"
"hoop","4","7.154","3","1"
"hoopla","6","5.700","5","2"
"hoops","5","8.463","4","1"
"hooray","6","6.438","4","2"
"Hoosier","7","5.694","4","2"
"hoot","4","6.870","3","1"
"hooted","6","3.219","5","2"
"hooter","6","3.784","4","2"
"hooting","7","4.060","5","2"
"hoots","5","4.663","4","1"
"Hoover","6","7.777","4","2"
"hooves","6","5.700","4","1"
"hop","3","8.408","3","1"
"hope","4","11.923","3","1"
"hoped","5","8.618","4","1"
"hopeful","7","7.258","5","2"
"hopefully","9","9.930","6","3"
"hopefuls","8","4.635","6","2"
"hopeless","8","7.588","6","2"
"hopelessly","10","7.267","8","3"
"hopelessness","12","5.976","9","3"
"hopes","5","9.013","4","1"
"hope's","6","4.443","4","1"
"hoping","6","9.790","5","2"
"hopped","6","6.572","4","1"
"hopper","6","6.921","4","2"
"hopping","7","7.179","5","2"
"hops","4","7.591","4","1"
"hopscotch","9","4.263","7","2"
"Horace","6","7.006","5","2"
"Horace's","8","1.946","7","3"
"Horatio's","9","1.609","8","4"
"horde","5","7.116","4","1"
"hordes","6","8.460","5","1"
"horizon","7","8.404","6","3"
"horizons","8","7.257","7","3"
"horizontal","10","8.729","9","4"
"horizontally","12","7.148","10","5"
"hormone","7","7.475","6","2"
"hormones","8","7.551","7","2"
"horn","4","9.124","4","1"
"hornbill","8","2.773","7","2"
"horned","6","6.035","5","1"
"hornet","6","8.226","6","2"
"hornpipe","8","3.761","7","2"
"horns","5","7.762","5","1"
"horny","5","8.073","5","2"
"horoscope","9","5.835","8","3"
"horrendous","10","7.125","8","3"
"horrible","8","9.045","6","3"
"horribly","8","7.575","7","3"
"horrid","6","6.924","5","2"
"horrific","8","6.753","7","3"
"horrified","9","6.823","7","3"
"horrify","7","3.466","6","3"
"horrifying","10","6.463","8","4"
"horrifyingly","12","3.951","10","5"
"horror","6","9.457","4","2"
"horrors","7","8.138","5","2"
"horse","5","10.080","4","1"
"horseback","9","6.223","7","2"
"horsefly","8","2.079","7","2"
"horsehair","9","3.761","7","2"
"horselike","9","1.386","7","2"
"horseman","8","7.404","7","2"
"horsemanship","12","4.605","10","3"
"horsemeat","9","3.434","7","2"
"horseplay","9","3.497","7","2"
"horsepower","10","7.513","7","2"
"horseradish","11","4.934","9","3"
"horses","6","9.032","6","2"
"horse's","7","6.777","6","2"
"horseshoe","9","6.151","6","2"
"horsewhip","9","2.485","8","2"
"horsy","5","2.565","5","2"
"horticulturalist","16","1.609","15","6"
"horticulture","12","5.956","10","4"
"hosanna","7","4.369","6","3"
"hose","4","8.262","3","1"
"hosepipe","8","2.197","6","2"
"hoses","5","6.940","5","2"
"hosiery","7","5.204","6","3"
"hospice","7","6.547","6","2"
"hospitable","10","5.398","9","4"
"hospital","8","9.877","7","3"
"hospitality","11","7.365","11","5"
"hospitalization","15","5.759","12","6"
